UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U117111,1.0,3.0,373,PR100064,['ANDROID' 'MAC OS X'],PR100064,3.0,1.0
U117112,1.0,1.0,235,Product101,WINDOWS,Product101,0.0,6.0
U117113,1.0,1.0,220,Product101,WINDOWS,Product101,0.0,10.0
U117114,1.0,2.0,76,PR100017,ANDROID,PR100017,3.0,1.0
U117115,1.0,2.0,1105,PR100010,ANDROID,PR100010,1.0,0.0
U117116,1.0,6.0,93,PR100872,ANDROID,PR100872,8.0,11.0
U117117,1.0,1.0,72,PR100371,WINDOWS,PR100371,1.0,0.0
U117118,1.0,3.0,124,PR100187,LINUX,PR100187,0.0,4.0
U117120,1.0,1.0,215,PR100896,MAC OS X,PR100896,1.0,0.0
U117121,1.0,1.0,219,Product101,LINUX,Product101,0.0,2.0
U117122,1.0,1.0,115,Product101,WINDOWS,Product101,0.0,4.0
U117123,1.0,1.0,874,Product101,WINDOWS,Product101,0.0,4.0
U117124,1.0,1.0,198,PR100636,MAC OS X,PR100636,1.0,2.0
U117125,1.0,1.0,403,Product101,ANDROID,Product101,0.0,5.0
U117126,1.0,1.0,317,PR100185,WINDOWS,PR100185,1.0,5.0
U117127,1.0,3.0,76,PR100910,ANDROID,PR100910,1.0,3.0
U117128,1.0,1.0,236,PR100607,LINUX,PR100607,1.0,1.0
U117129,1.0,2.0,119,PR100200,WINDOWS,PR100200,1.0,10.0
U117130,1.0,1.0,52,Product101,WINDOWS,Product101,0.0,2.0
U117131,1.0,1.0,75,Product101,MAC OS X,Product101,0.0,1.0
U117132,1.0,1.0,1038,PR100071,WINDOWS,PR100071,1.0,0.0
U117133,1.0,2.0,112,PR100017,ANDROID,PR100017,3.0,4.0
U117134,1.0,2.0,373,PR101030,ANDROID,PR101030,2.0,4.0
U117135,1.0,1.0,430,PR100050,MAC OS X,PR100050,1.0,0.0
U117136,1.0,1.0,565,PR100113,UBUNTU,PR100113,1.0,3.0
U117137,1.0,2.0,1096,PR100017,WINDOWS,PR100017,1.0,6.0
U117138,1.0,2.0,1677,PR100178,MAC OS X,PR100178,1.0,9.0
U117139,1.0,1.0,193,PR100709,MAC OS X,PR100709,2.0,2.0
U117140,1.0,1.0,154,PR100071,WINDOWS,PR100071,1.0,4.0
U117141,2.0,9.0,1795,PR100145,WINDOWS,PR100145,2.0,2.0
U117142,1.0,1.0,555,PR100369,ANDROID,PR100369,2.0,0.0
U117143,1.0,2.0,525,PR100081,WINDOWS,PR100081,2.0,1.0
U117144,1.0,2.0,68,PR100102,WINDOWS,PR100102,1.0,5.0
U117145,1.0,1.0,225,PR100378,ANDROID,PR100378,1.0,0.0
U117146,1.0,1.0,322,PR100102,WINDOWS,PR100102,1.0,1.0
U117147,1.0,2.0,74,PR100034,ANDROID,PR100034,2.0,3.0
U117148,0.0,3.0,124,PR100404,WINDOWS,PR100404,0.0,0.0
U117149,1.0,14.0,469,PR100070,WINDOWS,PR100070,1.0,0.0
U117150,1.0,1.0,340,PR100263,WINDOWS,PR100263,1.0,0.0
U117151,1.0,2.0,112,PR100070,WINDOWS,PR100070,2.0,5.0
U117152,1.0,9.0,202,PR100506,WINDOWS,PR100506,3.0,10.0
U117153,2.0,8.0,697,PR100417,WINDOWS,PR100417,2.0,3.0
U117154,1.0,1.0,442,Product101,ANDROID,Product101,0.0,0.0
U117155,1.0,1.0,651,PR100612,ANDROID,PR100612,1.0,0.0
U117156,1.0,3.0,1004,PR100192,WINDOWS,PR100192,1.0,2.0
U117157,2.0,3.0,77,PR100471,WINDOWS,PR100471,3.0,3.0
U117158,1.0,2.0,46,PR100747,WINDOWS,PR100747,1.0,2.0
U117159,1.0,4.0,110,PR100885,ANDROID,PR100885,4.0,5.0
U117160,1.0,2.0,1234,PR100083,WINDOWS,PR100083,3.0,0.0
U117161,1.0,4.0,124,PR100279,WINDOWS,PR100279,1.0,1.0
U117162,1.0,1.0,167,PR100199,WINDOWS,PR100199,1.0,0.0
U117163,1.0,1.0,56,PR100176,LINUX,PR100176,1.0,18.0
U117164,1.0,5.0,376,PR100612,ANDROID,PR100612,1.0,0.0
U117165,1.0,2.0,143,PR100116,WINDOWS,PR100116,1.0,1.0
U117166,1.0,1.0,364,PR102063,ANDROID,PR102063,1.0,0.0
U117167,1.0,4.0,398,PR100251,WINDOWS,PR100251,4.0,7.0
U117168,1.0,1.0,68,PR100250,WINDOWS,PR100250,1.0,7.0
U117169,2.0,2.0,61,PR100850,WINDOWS,PR100850,3.0,18.0
U117170,1.0,1.0,114,Product101,ANDROID,Product101,0.0,1.0
U117171,2.0,4.0,62,PR100113,WINDOWS,PR100113,3.0,2.0
U117172,1.0,3.0,109,PR100241,ANDROID,PR100241,5.0,1.0
U117173,1.0,1.0,44,Product101,WINDOWS,Product101,0.0,3.0
U117174,0.0,0.0,297,Product101,WINDOWS,PR100126,0.0,0.0
U117175,1.0,1.0,70,PR100590,ANDROID,PR100590,1.0,0.0
U117176,1.0,7.0,72,PR100070,ANDROID,PR100070,2.0,3.0
U117177,1.0,8.0,131,PR103262,MAC OS X,PR103262,3.0,0.0
U117178,1.0,2.0,94,PR100241,ANDROID,PR100241,1.0,0.0
U117179,1.0,1.0,50,Product101,LINUX,Product101,0.0,6.0
U117180,1.0,1.0,84,PR100017,ANDROID,PR100017,1.0,2.0
U117181,2.0,2.0,131,PR100451,MAC OS X,PR100451,4.0,0.0
U117182,1.0,1.0,125,Product101,WINDOWS,Product101,0.0,5.0
U117183,1.0,1.0,293,PR100500,WINDOWS,PR100500,1.0,2.0
U117184,1.0,1.0,50,PR100010,ANDROID,PR100010,1.0,0.0
U117185,1.0,1.0,290,PR100283,WINDOWS,PR100283,2.0,3.0
U117186,1.0,3.0,93,PR100910,ANDROID,PR100910,6.0,1.0
U117188,1.0,3.0,341,PR100190,WINDOWS,PR100190,1.0,3.0
U117190,2.0,3.0,216,PR100086,WINDOWS,PR100086,3.0,0.0
U117191,2.0,7.0,220,PR100662,WINDOWS,PR100662,2.0,0.0
U117192,0.0,0.0,112,Product101,WINDOWS,Product101,0.0,0.0
U117193,1.0,1.0,547,PR100070,LINUX,PR100070,2.0,1.0
U117194,1.0,1.0,710,Product101,WINDOWS,PR100397,0.0,6.0
U117195,1.0,2.0,94,PR100219,ANDROID,PR100219,5.0,1.0
U117196,2.0,6.0,203,PR100123,WINDOWS,PR100123,16.0,59.0
U117197,1.0,2.0,94,PR100017,ANDROID,PR100017,2.0,1.0
U117198,1.0,2.0,49,PR100005,WINDOWS,PR100005,1.0,1.0
U117199,1.0,3.0,720,PR100390,WINDOWS,PR100390,2.0,4.0
U117200,1.0,4.0,378,PR100885,WINDOWS,PR100885,3.0,2.0
U117201,2.0,1.0,317,PR101039,ANDROID,PR101039,2.0,0.0
U117202,2.0,4.0,373,PR100282,ANDROID,PR100282,2.0,4.0
U117204,1.0,2.0,248,PR100017,ANDROID,PR100017,3.0,6.0
U117205,1.0,2.0,123,PR100036,ANDROID,PR100036,2.0,0.0
U117206,1.0,2.0,85,PR100085,WINDOWS,PR100085,2.0,1.0
U117207,1.0,3.0,1426,PR100286,WINDOWS,PR100286,2.0,2.0
U117208,1.0,2.0,338,PR100877,WINDOWS,PR100877,1.0,4.0
U117209,1.0,3.0,79,PR100145,WINDOWS,PR100145,1.0,4.0
U117210,1.0,1.0,729,Product101,WINDOWS,Product101,0.0,6.0
U117211,1.0,1.0,355,PR100403,WINDOWS,PR100403,1.0,0.0
U117212,1.0,2.0,95,PR100469,WINDOWS,PR100469,1.0,0.0
U117213,1.0,1.0,231,PR100578,WINDOWS,PR100578,2.0,0.0
U117214,2.0,2.0,115,PR100291,WINDOWS,PR100291,2.0,2.0
U117215,2.0,3.0,645,PR100282,ANDROID,PR100282,2.0,0.0
U117216,1.0,4.0,1104,PR100060,WINDOWS,PR100060,1.0,2.0
U117217,2.0,3.0,301,PR100318,WINDOWS,PR100318,3.0,2.0
U117218,1.0,5.0,946,PR100121,WINDOWS,PR100121,0.0,3.0
U117219,1.0,1.0,55,Product101,WINDOWS,Product101,0.0,3.0
U117220,1.0,2.0,45,PR101484,LINUX,PR101484,1.0,0.0
U117221,1.0,1.0,461,PR100052,MAC OS X,PR100052,1.0,0.0
U117222,1.0,1.0,102,Product101,WINDOWS,PR101216,0.0,5.0
U117223,1.0,1.0,116,PR101029,WINDOWS,PR101029,1.0,1.0
U117224,1.0,3.0,70,PR100070,ANDROID,PR100070,3.0,6.0
U117225,0.0,1.0,112,Product101,ANDROID,Product101,0.0,0.0
U117226,1.0,9.0,214,PR100080,MAC OS X,PR100080,1.0,2.0
U117227,2.0,3.0,43,PR100723,ANDROID,PR100723,7.0,1.0
U117228,1.0,3.0,52,PR100240,WINDOWS,PR100240,0.0,3.0
U117229,1.0,2.0,93,PR100070,ANDROID,PR100070,3.0,1.0
U117230,0.0,1.0,645,Product101,WINDOWS,Product101,0.0,0.0
U117231,1.0,1.0,501,Product101,WINDOWS,Product101,0.0,2.0
U117232,1.0,2.0,169,PR100166,WINDOWS,PR100166,2.0,5.0
U117233,1.0,1.0,784,Product101,WINDOWS,Product101,0.0,3.0
U117234,1.0,2.0,69,PR100070,WINDOWS,PR100070,1.0,0.0
U117236,1.0,3.0,100,PR100405,ANDROID,PR100405,1.0,0.0
U117237,1.0,2.0,49,PR100416,WINDOWS,PR100416,2.0,1.0
U117238,1.0,1.0,395,Product101,WINDOWS,Product101,0.0,3.0
U117239,1.0,1.0,318,PR100248,WINDOWS,PR100248,1.0,0.0
U117240,0.0,0.0,513,Product101,ANDROID,PR100075,0.0,0.0
U117241,1.0,2.0,110,PR100070,WINDOWS,PR100070,2.0,0.0
U117242,2.0,5.0,89,PR100010,WINDOWS,PR100010,4.0,15.0
U117243,2.0,1.0,188,PR100390,WINDOWS,PR100390,4.0,2.0
U117244,2.0,7.0,59,PR100219,ANDROID,PR100219,10.0,18.0
U117245,1.0,1.0,118,PR100015,WINDOWS,PR100015,1.0,9.0
U117246,1.0,1.0,73,PR100010,ANDROID,PR100010,1.0,0.0
U117247,2.0,2.0,93,PR100070,ANDROID,PR100070,2.0,0.0
U117248,1.0,1.0,406,Product101,MAC OS X,PR100208,0.0,2.0
U117249,1.0,3.0,730,PR102858,WINDOWS,PR102858,3.0,7.0
U117250,1.0,2.0,337,PR100102,WINDOWS,PR100102,0.0,1.0
U117251,1.0,3.0,422,PR100469,WINDOWS,PR100469,0.0,31.0
U117252,1.0,2.0,526,PR100317,ANDROID,PR100317,1.0,0.0
U117253,2.0,7.0,174,PR100136,WINDOWS,PR100136,8.0,14.0
U117254,1.0,5.0,1496,PR100454,WINDOWS,PR100454,4.0,4.0
U117255,0.0,0.0,94,Product101,ANDROID,PR100070,0.0,0.0
U117256,1.0,1.0,101,PR100788,ANDROID,PR100788,1.0,1.0
U117257,1.0,1.0,182,PR100051,MAC OS X,PR100051,1.0,0.0
U117258,1.0,1.0,77,PR100906,WINDOWS,PR100906,1.0,1.0
U117259,2.0,1.0,329,PR100133,WINDOWS,PR100133,1.0,9.0
U117260,1.0,2.0,291,PR100047,WINDOWS,PR100047,2.0,36.0
U117261,1.0,1.0,80,Product101,MAC OS X,Product101,0.0,3.0
U117262,1.0,7.0,925,PR101169,WINDOWS,PR101169,5.0,6.0
U117263,1.0,1.0,764,PR100036,LINUX,PR100036,1.0,0.0
U117264,1.0,1.0,218,Product101,WINDOWS,Product101,0.0,1.0
U117265,1.0,12.0,391,PR100561,MAC OS X,PR100561,0.0,1.0
U117266,1.0,4.0,58,PR100390,ANDROID,PR100390,4.0,5.0
U117267,1.0,8.0,1349,PR100051,WINDOWS,PR100051,6.0,10.0
U117268,1.0,1.0,44,Product101,WINDOWS,Product101,0.0,3.0
U117269,0.0,1.0,52,PR100545,WINDOWS,PR100545,0.0,0.0
U117271,0.0,0.0,378,Product101,ANDROID,PR101151,0.0,0.0
U117272,0.0,0.0,312,Product101,WINDOWS,PR105014,0.0,0.0
U117273,1.0,1.0,278,PR100612,ANDROID,PR100612,1.0,0.0
U117274,1.0,1.0,53,PR100005,LINUX,PR100005,1.0,34.0
U117275,0.0,1.0,75,PR100133,LINUX,PR100133,0.0,0.0
U117277,1.0,1.0,112,PR100017,ANDROID,PR100017,1.0,3.0
U117278,1.0,1.0,343,Product101,WINDOWS,Product101,0.0,4.0
U117279,1.0,1.0,49,PR100010,ANDROID,PR100010,1.0,4.0
U117280,0.0,1.0,288,PR100810,IOS,PR100810,0.0,0.0
U117281,1.0,1.0,384,PR100936,MAC OS X,PR100936,1.0,14.0
U117282,1.0,1.0,143,PR100145,WINDOWS,PR100145,1.0,2.0
U117283,2.0,1.0,61,PR100030,WINDOWS,PR100030,1.0,3.0
U117284,1.0,1.0,270,Product101,ANDROID,Product101,0.0,1.0
U117285,1.0,3.0,98,PR100017,ANDROID,PR100017,5.0,2.0
U117286,1.0,1.0,388,PR100977,WINDOWS,PR100977,1.0,1.0
U117287,0.0,0.0,456,Product101,ANDROID,PR100014,0.0,0.0
U117288,1.0,1.0,971,PR100112,WINDOWS,PR100112,1.0,0.0
U117289,1.0,1.0,565,Product101,ANDROID,Product101,0.0,0.0
U117290,1.0,1.0,669,PR101566,WINDOWS,PR101566,1.0,3.0
U117291,1.0,1.0,1187,PR101024,WINDOWS,PR101024,1.0,0.0
U117292,1.0,2.0,314,PR100069,MAC OS X,PR100069,1.0,2.0
U117293,2.0,33.0,79,PR100084,ANDROID,PR100084,18.0,9.0
U117294,1.0,2.0,98,Product101,ANDROID,Product101,0.0,1.0
U117295,1.0,1.0,390,PR100027,WINDOWS,PR100027,1.0,0.0
U117296,1.0,0.0,167,Product101,ANDROID,Product101,1.0,0.0
U117297,2.0,10.0,278,PR100014,WINDOWS,PR100014,7.0,31.0
U117298,1.0,1.0,91,PR100036,WINDOWS,PR100036,1.0,0.0
U117299,1.0,1.0,1242,Product101,ANDROID,Product101,0.0,1.0
U117300,2.0,2.0,104,PR100574,WINDOWS,PR100574,1.0,3.0
U117301,1.0,1.0,1927,PR100978,LINUX,PR100978,1.0,2.0
U117302,1.0,1.0,306,PR100017,ANDROID,PR100017,1.0,1.0
U117303,2.0,1.0,553,PR100223,WINDOWS,PR100223,2.0,0.0
U117304,1.0,1.0,859,PR100010,ANDROID,PR100010,1.0,0.0
U117305,1.0,3.0,43,PR101012,ANDROID,PR101012,4.0,7.0
U117306,1.0,0.0,499,Product101,ANDROID,Product101,1.0,0.0
U117307,1.0,1.0,53,Product101,WINDOWS,Product101,0.0,3.0
U117308,1.0,1.0,63,Product101,WINDOWS,Product101,0.0,0.0
U117309,1.0,2.0,548,PR102875,WINDOWS,PR102875,2.0,0.0
U117310,1.0,2.0,74,PR100036,UBUNTU,PR100036,1.0,1.0
U117311,1.0,1.0,74,PR100069,LINUX,PR100069,0.0,1.0
U117312,1.0,1.0,177,PR100036,MAC OS X,PR100036,1.0,0.0
U117313,1.0,1.0,58,PR100200,ANDROID,PR100200,1.0,3.0
U117314,1.0,1.0,371,Product101,ANDROID,Product101,0.0,0.0
U117315,1.0,4.0,183,PR100739,WINDOWS,PR100739,1.0,3.0
U117316,1.0,1.0,1379,PR100401,WINDOWS,PR100401,1.0,0.0
U117317,1.0,4.0,56,PR100060,WINDOWS,PR100060,2.0,1.0
U117318,1.0,1.0,346,PR100036,MAC OS X,PR100036,1.0,4.0
U117319,1.0,1.0,69,PR100910,WINDOWS,PR100910,1.0,3.0
U117320,1.0,3.0,75,PR100036,WINDOWS,PR100036,2.0,1.0
U117321,0.0,0.0,1047,Product101,WINDOWS,Product101,0.0,0.0
U117322,1.0,1.0,183,PR100017,ANDROID,PR100017,1.0,2.0
U117323,0.0,2.0,60,PR101451,WINDOWS,PR101451,0.0,0.0
U117324,1.0,1.0,287,PR100456,ANDROID,PR100456,1.0,0.0
U117325,1.0,3.0,132,PR100852,WINDOWS,PR100852,1.0,0.0
U117326,1.0,1.0,109,PR100237,UBUNTU,PR100237,1.0,2.0
U117327,1.0,1.0,89,PR100825,IOS,PR100825,1.0,0.0
U117328,1.0,1.0,157,Product101,WINDOWS,Product101,0.0,1.0
U117329,2.0,8.0,1113,PR100246,LINUX,PR100246,5.0,8.0
U117330,1.0,1.0,172,PR100017,ANDROID,PR100017,1.0,0.0
U117331,1.0,4.0,85,PR100017,WINDOWS,PR100017,4.0,4.0
U117332,1.0,2.0,236,PR100469,ANDROID,PR100469,1.0,0.0
U117333,1.0,1.0,56,PR100348,WINDOWS,PR100348,2.0,0.0
U117334,1.0,1.0,139,PR100017,ANDROID,PR100017,1.0,4.0
U117335,2.0,2.0,221,PR100148,WINDOWS,PR100148,3.0,7.0
U117336,1.0,1.0,104,PR100775,IOS,PR100775,1.0,2.0
U117337,1.0,3.0,59,PR100287,ANDROID,PR100287,5.0,5.0
U117338,1.0,1.0,615,PR100719,WINDOWS,PR100719,1.0,2.0
U117339,0.0,1.0,1607,PR100196,WINDOWS,PR100196,0.0,0.0
U117340,1.0,2.0,45,PR100885,WINDOWS,PR100885,2.0,6.0
U117341,1.0,2.0,308,PR100017,WINDOWS,PR100017,5.0,43.0
U117342,1.0,1.0,318,PR100030,WINDOWS,PR100030,1.0,3.0
U117343,1.0,2.0,231,PR101042,LINUX,PR101042,2.0,1.0
U117344,1.0,3.0,49,PR100948,WINDOWS,PR100948,1.0,0.0
U117345,1.0,1.0,268,PR100017,ANDROID,PR100017,1.0,6.0
U117346,2.0,10.0,74,PR100072,WINDOWS,PR100072,5.0,1.0
U117347,1.0,2.0,857,PR100446,MAC OS X,PR100446,1.0,3.0
U117348,1.0,4.0,297,PR100471,MAC OS X,PR100471,0.0,3.0
U117349,1.0,1.0,291,PR101456,ANDROID,PR101456,1.0,0.0
U117350,1.0,2.0,89,PR100097,WINDOWS,PR100097,1.0,0.0
U117351,1.0,1.0,800,PR100743,MAC OS X,PR100743,1.0,0.0
U117352,1.0,4.0,787,PR100390,WINDOWS,PR100390,8.0,4.0
U117354,1.0,4.0,53,PR100070,WINDOWS,PR100070,2.0,0.0
U117355,1.0,1.0,56,PR100143,WINDOWS,PR100143,1.0,6.0
U117356,1.0,2.0,623,PR101277,WINDOWS,PR101277,2.0,2.0
U117357,1.0,4.0,436,PR100223,MAC OS X,PR100223,0.0,2.0
U117358,1.0,1.0,152,PR100070,WINDOWS,PR100070,1.0,0.0
U117359,1.0,1.0,1328,Product101,WINDOWS,PR100197,0.0,2.0
U117360,1.0,2.0,251,PR100872,WINDOWS,PR100872,2.0,1.0
U117361,2.0,2.0,1963,PR100041,WINDOWS,PR100041,2.0,2.0
U117362,1.0,1.0,849,PR100582,LINUX,PR100582,1.0,0.0
U117363,1.0,8.0,1101,PR102303,WINDOWS,PR102303,12.0,76.0
U117364,1.0,1.0,601,PR100017,WINDOWS,PR100017,1.0,1.0
U117365,1.0,2.0,48,PR100244,WINDOWS,PR100244,1.0,2.0
U117366,1.0,1.0,70,PR100166,ANDROID,PR100166,1.0,0.0
U117367,1.0,2.0,69,PR100070,WINDOWS,PR100070,1.0,2.0
U117368,1.0,1.0,88,PR100189,LINUX,PR100189,2.0,11.0
U117369,1.0,2.0,1166,PR100166,WINDOWS,PR100166,3.0,4.0
U117370,1.0,2.0,63,PR100010,ANDROID,PR100010,1.0,0.0
U117371,1.0,1.0,169,Product101,WINDOWS,Product101,0.0,17.0
U117372,1.0,1.0,154,PR100629,WINDOWS,PR100629,3.0,4.0
U117373,1.0,1.0,231,Product101,WINDOWS,Product101,0.0,2.0
U117374,1.0,1.0,362,PR100532,ANDROID,PR100532,1.0,0.0
U117375,1.0,2.0,539,PR100431,WINDOWS,PR100431,1.0,0.0
U117376,2.0,4.0,52,PR100279,WINDOWS,PR100279,7.0,3.0
U117377,1.0,3.0,456,PR100390,WINDOWS,PR100390,7.0,6.0
U117378,1.0,5.0,980,PR102554,ANDROID,PR102554,1.0,0.0
U117379,1.0,1.0,603,PR100060,ANDROID,PR100060,1.0,0.0
U117380,0.0,0.0,79,Product101,WINDOWS,PR100333,0.0,0.0
U117381,2.0,15.0,866,PR102182,WINDOWS,PR102182,3.0,0.0
U117382,1.0,2.0,615,PR100437,WINDOWS,PR100437,1.0,0.0
U117383,1.0,4.0,47,PR100578,WINDOWS,PR100578,1.0,0.0
U117384,1.0,0.0,107,Product101,ANDROID,Product101,1.0,0.0
U117385,1.0,2.0,1502,PR100483,WINDOWS,PR100483,3.0,3.0
U117386,1.0,1.0,400,Product101,ANDROID,Product101,0.0,3.0
U117387,1.0,1.0,366,PR100503,WINDOWS,PR100503,1.0,2.0
U117388,1.0,7.0,60,PR101391,ANDROID,PR101391,8.0,10.0
U117389,2.0,4.0,284,PR100102,WINDOWS,PR100102,7.0,3.0
U117390,1.0,2.0,76,PR100118,WINDOWS,PR100118,1.0,3.0
U117391,0.0,0.0,65,Product101,ANDROID,PR100010,0.0,0.0
U117392,1.0,2.0,165,PR100062,MAC OS X,PR100062,1.0,1.0
U117393,1.0,0.0,69,Product101,WINDOWS,Product101,1.0,0.0
U117394,2.0,1.0,69,PR100276,WINDOWS,PR100276,3.0,7.0
U117396,1.0,1.0,174,PR100279,UBUNTU,PR100279,1.0,18.0
U117397,2.0,4.0,458,PR100980,WINDOWS,PR100980,3.0,1.0
U117398,1.0,1.0,46,Product101,ANDROID,Product101,0.0,0.0
U117399,2.0,3.0,53,PR100017,WINDOWS,PR100017,2.0,6.0
U117400,1.0,1.0,368,Product101,ANDROID,Product101,0.0,1.0
U117401,1.0,6.0,50,PR100629,MAC OS X,PR100629,1.0,1.0
U117402,0.0,1.0,75,PR100073,ANDROID,PR100073,0.0,0.0
U117403,1.0,2.0,74,PR100872,ANDROID,PR100872,2.0,7.0
U117404,1.0,1.0,169,PR100073,ANDROID,PR100073,2.0,3.0
U117405,1.0,2.0,1782,PR100486,WINDOWS,PR100486,1.0,0.0
U117406,1.0,1.0,69,PR100200,WINDOWS,PR100200,2.0,2.0
U117407,1.0,1.0,125,PR100102,ANDROID,PR100102,1.0,3.0
U117408,1.0,1.0,399,Product101,WINDOWS,Product101,0.0,1.0
U117409,1.0,4.0,66,PR101026,WINDOWS,PR101026,1.0,10.0
U117410,1.0,4.0,278,PR100072,WINDOWS,PR100072,4.0,3.0
U117411,1.0,2.0,2014,PR100003,WINDOWS,PR100003,2.0,1.0
U117412,0.0,0.0,190,Product101,WINDOWS,PR100200,0.0,0.0
U117413,1.0,2.0,522,PR100072,WINDOWS,PR100072,3.0,3.0
U117414,1.0,1.0,1134,PR100102,WINDOWS,PR100102,1.0,1.0
U117415,0.0,0.0,1007,Product101,ANDROID,PR102388,0.0,0.0
U117416,1.0,2.0,61,PR100509,ANDROID,PR100509,1.0,2.0
U117417,1.0,2.0,200,PR100178,WINDOWS,PR100178,1.0,0.0
U117418,2.0,1.0,72,PR101642,ANDROID,PR101642,3.0,0.0
U117419,1.0,1.0,88,Product101,WINDOWS,Product101,0.0,3.0
U117420,1.0,1.0,57,PR100612,ANDROID,PR100612,1.0,1.0
U117421,1.0,2.0,683,PR100359,LINUX,PR100359,1.0,1.0
U117422,1.0,1.0,204,PR100285,WINDOWS,PR100285,2.0,1.0
U117423,1.0,3.0,510,PR100340,WINDOWS,PR100340,1.0,0.0
U117424,1.0,1.0,60,PR100359,WINDOWS,PR100359,1.0,5.0
U117425,1.0,4.0,61,PR100499,WINDOWS,PR100499,1.0,6.0
U117426,1.0,8.0,124,PR100656,WINDOWS,PR100656,0.0,3.0
U117427,1.0,1.0,1252,PR101667,WINDOWS,PR101667,1.0,0.0
U117428,1.0,2.0,197,PR100040,WINDOWS,PR100040,3.0,0.0
U117429,1.0,2.0,807,PR100344,WINDOWS,PR100344,2.0,4.0
U117430,2.0,2.0,97,PR100119,WINDOWS,PR100119,2.0,11.0
U117431,1.0,2.0,290,PR100086,WINDOWS,PR100086,0.0,7.0
U117433,1.0,1.0,1110,PR100121,WINDOWS,PR100121,2.0,2.0
U117434,1.0,3.0,1117,PR100268,WINDOWS,PR100268,2.0,4.0
U117435,1.0,10.0,76,PR100287,ANDROID,PR100287,20.0,47.0
U117436,2.0,3.0,1271,PR100055,WINDOWS,PR100055,4.0,3.0
U117437,1.0,1.0,819,Product101,WINDOWS,Product101,0.0,1.0
U117438,1.0,3.0,1930,PR101121,WINDOWS,PR101121,6.0,4.0
U117439,1.0,1.0,152,Product101,ANDROID,Product101,0.0,0.0
U117440,1.0,1.0,49,Product101,WINDOWS,Product101,0.0,1.0
U117441,1.0,1.0,76,Product101,WINDOWS,Product101,0.0,1.0
U117442,1.0,2.0,133,Product101,WINDOWS,Product101,0.0,3.0
U117443,1.0,2.0,833,PR102028,WINDOWS,PR102028,1.0,3.0
U117444,1.0,1.0,62,PR100030,WINDOWS,PR100030,1.0,3.0
U117445,0.0,1.0,487,Product101,WINDOWS,PR100321,0.0,0.0
U117446,1.0,2.0,64,PR100073,ANDROID,PR100073,2.0,1.0
U117447,1.0,1.0,355,PR100539,WINDOWS,PR100539,1.0,0.0
U117448,1.0,1.0,86,PR100070,WINDOWS,PR100070,2.0,1.0
U117449,1.0,1.0,58,Product101,IOS,Product101,0.0,0.0
U117450,0.0,1.0,55,Product101,WINDOWS,Product101,0.0,0.0
U117451,2.0,2.0,109,PR100001,WINDOWS,PR100001,2.0,1.0
U117452,1.0,1.0,59,Product101,ANDROID,Product101,0.0,0.0
U117454,1.0,1.0,1111,PR101111,ANDROID,PR101111,1.0,0.0
U117455,2.0,1.0,122,PR100942,WINDOWS,PR100942,2.0,0.0
U117457,1.0,1.0,70,PR100924,WINDOWS,PR100924,1.0,1.0
U117458,0.0,0.0,81,Product101,LINUX,PR100366,0.0,0.0
U117459,1.0,3.0,376,PR100017,WINDOWS,PR100017,1.0,2.0
U117460,1.0,1.0,88,PR100017,WINDOWS,PR100017,1.0,4.0
U117461,2.0,10.0,986,PR100309,WINDOWS,PR100309,4.0,19.0
U117462,1.0,1.0,59,PR100057,ANDROID,PR100057,1.0,0.0
U117463,1.0,1.0,537,PR100106,WINDOWS,PR100106,0.0,1.0
U117465,1.0,2.0,82,PR100859,WINDOWS,PR100859,2.0,0.0
U117466,1.0,2.0,302,PR101148,WINDOWS,PR101148,1.0,0.0
U117467,1.0,2.0,1090,PR100333,WINDOWS,PR100333,1.0,1.0
U117468,1.0,1.0,59,PR100859,ANDROID,PR100859,3.0,0.0
U117469,0.0,2.0,623,PR100036,UBUNTU,PR100036,0.0,0.0
U117470,0.0,0.0,723,Product101,WINDOWS,Product101,0.0,0.0
U117471,1.0,1.0,356,PR102028,ANDROID,PR102028,1.0,0.0
U117472,0.0,0.0,48,Product101,ANDROID,PR100319,0.0,0.0
U117473,1.0,13.0,350,PR100852,WINDOWS,PR100852,3.0,4.0
U117474,1.0,1.0,94,PR100859,ANDROID,PR100859,1.0,2.0
U117475,1.0,2.0,141,PR100200,ANDROID,PR100200,2.0,0.0
U117476,1.0,1.0,168,PR100711,WINDOWS,PR100711,1.0,1.0
U117477,2.0,1.0,2257,PR100758,WINDOWS,PR100758,3.0,0.0
U117478,1.0,1.0,94,PR100859,ANDROID,PR100859,7.0,2.0
U117479,1.0,1.0,139,PR100578,MAC OS X,PR100578,1.0,0.0
U117480,1.0,1.0,739,PR100543,WINDOWS,PR100543,1.0,1.0
U117481,1.0,1.0,654,Product101,WINDOWS,Product101,0.0,0.0
U117482,1.0,1.0,126,PR100017,WINDOWS,PR100017,1.0,0.0
U117483,1.0,2.0,116,PR100513,WINDOWS,PR100513,1.0,0.0
U117484,1.0,1.0,628,Product101,WINDOWS,Product101,0.0,4.0
U117485,1.0,2.0,1765,PR101624,WINDOWS,PR101624,0.0,118.0
